T,article_title,date,event
558,"피겨 차준환, 베이징 메달이 보인다!…4대륙대회 쇼트 1위",2022-01-21,FSK
559,[피겨 4대륙] '최고점' 차준환 4회전 점프 성공하며 쇼트 1위…프리에서 첫 우승 도전,2022-01-21,FSK
560,"'트리플 악셀' 삐끗…유영, 쇼트 4위로 출발",2022-01-21,FSK
561,"피겨 스케이팅 점프 높이와 비거리, 오메가 기술로 확인한다",2022-01-21,FSK
562,[스포츠머그] 연기 후 '침묵의 퇴장'…'피겨 간판' 유영이 4대륙 선수권에서 표정이 사라진 이유,2022-01-21,FSK
563,"발리예바 '쿼드러플 점프' 비밀, 오메가 기술로 밝힌다",2022-01-21,FSK
564,베이징올림픽에서 피겨 점프 높이·채공시간까지 측정,2022-01-21,FSK
565,"'쿼드러플 점프' 발리예바의 비밀, 오메가 기술이 밝힌다",2022-01-21,FSK
566,더 정밀해진 올림픽…피겨 점프 높이까지 알 수 있어요,2022-01-21,FSK
567,"""김연아의 유산"" ISU, 韓 피겨 유영·차준환 집중 조명 [베이징 D-14]",2022-01-21,FSK
568,베이징 전초전 4대륙대회 쇼트 김예림 3위·유영 4위…이해인 2위,2022-01-21,FSK
569,"'러시아 김연아' 점프 높이까지 측정, 베이징올림픽에 신기술 3개",2022-01-21,FSK
570,"피겨 이해인, 4대륙대회 쇼트 프로그램 2위…김예림 3위·유영 4위",2022-01-21,FSK
571,"피겨 이해인, 4대륙대회 쇼트 2위‥김예림 3위·유영 4위",2022-01-21,FSK
572,"이해인, 4대륙 피겨 쇼트 2위..김해인 3위·유영 4위",2022-01-21,FSK
573,"베이징 출전 김예림, 유 영 제친 이해인. 4대륙 여자피겨 쇼트프로그램 2위",2022-01-21,FSK
574,"한국 여자 피겨, 4대륙 선수권 2·3·4위 석권",2022-01-21,FSK
575,"피겨 이해인, 4대륙선수권 쇼트 부문 2위... 유영 4위",2022-01-21,FSK
576,"피겨 이해인, 4대륙대회 쇼트 2위…김예림 3위·유영 4위",2022-01-21,FSK
577,"피겨 이해인, 4대륙 선수권 쇼트 2위…김예림·유영 3,4위 나란히 상위권",2022-01-21,FSK
578,中 국적 올림픽 출전하는 '스키 스타' 향한 美의 불편한 시선,2022-01-21,FRS
579,"[베이징 NOW] 김보름 ""이제 즐기며 탈래요""…스피드스케이팅, 베이징에서 웃을까?",2022-01-22,SSK
580,'갑질 피해-코로나19 탓' 없는 '팀 킴'...긍정 힘 믿으며 베이징간다[오!쎈강릉],2022-01-22,CUR
581,이젠 '초희!' 팀 킴…'박태환 금빛 기운' 이어받는다,2022-01-22,CUR
582,'팀 킴' 여자컬링… 베이징서 일본 '또' 넘는다,2022-01-22,CUR
583,코로나19에 맞서는 팀 킴의 묘책 '훈련장의 베이징화',2022-01-22,CUR
584,"예선서 일본에 2번 패한 여자 컬링… ""베이징서는 우리가 이긴다""",2022-01-22,CUR
585,휠체어 컬링 ‘뉴 오벤저스’ “기대해도 좋습니다”,2022-01-22,CUR
586,"배추보이, 189㎝ 보드로 자유자재 기술 구사",2022-01-22,SBD
587,[베이징 NOW] 0.001초 승부…'아찔과 짜릿의 콜라보' 봅슬레이·스켈레톤,2022-01-22,BOB
588,"올림픽 놓친 피겨 이해인, 4대륙선수권 준우승…김예림은 동메달",2022-01-22,FSK
589,"올림픽 놓친 피겨 이해인, 4대륙선수권 준우승…김예림은 동메달",2022-01-22,FSK
590,"‘4대륙 피겨’ 이해인 은메달, 김예림 동메달",2022-01-22,FSK
591,"[피겨 4대륙] '올림픽 한풀이' 이해인, 최고점 기록하며 銀 획득…김예림은 銅",2022-01-22,FSK
592,차준환 쇼트 1위…개인 최고 98.96점,2022-01-22,FSK
593,차준환 '4회전 점프' 클린…올림픽 전초전서 최고점,2022-01-22,FSK
594,"‘피겨 4대륙’ 이해인·김예림·유영, 오늘 저녁 프리 나서",2022-01-22,FSK
595,피겨 부문서 동계올림픽 첫 '제3의 성' 선수 출전,2022-01-22,FSK
596,"동계올림픽 첫 '제3의 성' 선수…""로미오와 줄리엣은 이제 그만""",2022-01-22,FSK
597,"'연아 키즈'에서 '피겨 간판'으로…유영, 꿈의 무대 선다[베이징 이 선수⑦]",2022-01-22,FSK
598,"[피겨 4대륙] 쇼트 1위 차준환 ""팬과 관중들에게 좋은 에너지 주는 것이 목표""",2022-01-22,FSK
599,"[알면 재밌는 동계종목⑬] 아직은 남자만의 종목, '스키의 왕' 노르딕 복합",2022-01-22,NCB
600,"[베이징 NOW] 스피드스케이팅 金 영웅…""트랙에서 작별하는 것이 자연스럽다""",2022-01-23,SSK
601,"쇼트트랙 국가대표 김지유 ""올림픽 출전자격 일방적 박탈...억울하고 원통해""",2022-01-23,SSK
602,"[베이징 NOW-놓치면 안 될 명승부⓶] '본 후계자' 시프린 VS '회전 최강' 블로바, 누가 '스키 퀸' 될까",2022-01-23,ALP
603,"전남체육회 랍신·에바쿠모바, 베이징 간다…바이애슬론",2022-01-23,BTH
604,"'올림픽 출전 무산' 쇼트트랙 김지유 ""일방적 박탈, 너무 원통하다""",2022-01-23,STK
605,평창 2관왕 최민정·세계 랭킹 1위 이유빈 ‘金 후보’,2022-01-23,STK
606,"‘베이징행 무산’ 쇼트트랙 김지유 “출전권 일방적 박탈, 속상해”",2022-01-23,STK
607,"부상으로 베이징행 불발된 김지유 ""억울하다"" 했지만",2022-01-23,STK
608,"'발목 골절' 쇼트트랙 김지유 ""올림픽 무산, 억울하고 원통""",2022-01-23,STK
609,"올림픽 무산 쇼트트랙 김지유 ""베이징 출전권 일방적 박탈""",2022-01-23,STK
610,"쇼트트랙 김지유 ""일방적으로 올림픽 출전권 박탈당했다"" 주장",2022-01-23,STK
611,"'대표팀 제외' 김지유 ""올림픽 출전권 일방적으로 박탈당했다""",2022-01-23,STK
612,‘명단 제외’ 김지유 “올림픽 출전권 박탈 당했다”,2022-01-23,STK
613,"""억울하고 원통하다"" 쇼트트랙 김지유 ""올림픽 출전자격 일방적으로 박탈당해""",2022-01-23,STK
614,"올림픽 출전 무산된 쇼트트랙 김지유 ""속상한 마음…억울하다""",2022-01-23,STK
615,'준비는 끝났다' 남자 쇼트트랙 간판 황대헌[베이징 이 선수⑧],2022-01-23,STK
616,심석희 공백 크다?... '올림픽 金1+고속성장' 이유빈이 있다[베이징 오!쎈 시선],2022-01-23,STK
617,최민정에게 주어진 마지막 미션 '세계랭킹 1위를 넘어라!'[베이징 오!쎈 시선],2022-01-23,STK
618,"피겨 차준환, 4대륙 대회 우승…韓 남자 싱글 첫 메달 수확",2022-01-23,FSK
619,"새 역사 남긴 차준환 ""올림픽 향한 중요한 걸음…자신감 얻었다""",2022-01-23,FSK
620,"[피겨] 차준환, 김연아 이후 첫 쾌거…한국 남자 싱글 최초 금메달",2022-01-23,FSK
621,"피겨 차준환, 4대륙 선수권 우승···한국 남자 싱글 첫 메달",2022-01-23,FSK
622,"차준환, 사상 첫 4대륙선수권 우승 쾌거…베이징올림픽 청신호",2022-01-23,FSK
623,"차준환, 피겨 4대륙선수권 금메달 쾌거 ‘韓 남자싱글 최초’",2022-01-23,FSK
624,"피겨 차준환, 4대륙 선수권 우승‥한국 남자 선수 최초",2022-01-23,FSK
625,"차준환, 한국 남자 피겨 사상 첫 4대륙선수권 우승",2022-01-23,FSK
626,"피겨 차준환, 4대륙대회 우승…한국 남자 싱글 첫 메달 쾌거",2022-01-23,FSK
627,"피겨 차준환, 한국 남자 싱글 첫 금메달",2022-01-23,FSK
628,"피겨 차준환, 4대륙대회 우승…한국 남자 싱글 첫 메달 쾌거",2022-01-23,FSK
629,"[피겨 4대륙] 차준환, 韓 남자 피겨 사상 4대륙선수권 첫 우승 쾌거",2022-01-23,FSK
630,"올림픽 놓친 피겨 이해인, 4대륙선수권 준우승…김예림은 동메달",2022-01-23,FSK
631,"[피겨 4대륙] '올림픽 전초전' 銅 김예림 ""올림픽 전 마지막 대회에서 클린해 기뻐요""",2022-01-23,FSK
632,"[피겨 4대륙] 銀 획득 이해인 ""2년 전 슬픔의 눈물, 기쁨의 눈물로 바뀌었어요""",2022-01-23,FSK
633,[피겨] 베이징올림픽 출전 김예림 4대륙선수권 동메달…유영 6위,2022-01-23,FSK
634,"[베이징 NOW] 동료 양보로 기회 얻은 흑인 여성 스피드스케이터, 올림픽 새 역사 쓸까",2022-01-24,SSK
635,[베이징 NOW] '스피드스케이팅 아이콘' 크라머의 마지막 도전…'사상 최초' 올림픽 메달 10개,2022-01-24,SSK
636,베이징동계패럴림픽…휠체어컬링팀 애칭은 ‘장윤정고백’,2022-01-24,CUR
637,'장윤정 고백' 휠체어컬링 '12년 만에 메달 도전',2022-01-24,CUR
638,"박태환이 금 딴 그곳, 팀 킴이 금 딸 그곳",2022-01-24,CUR
639,"[베이징 NOW] 日, '안경 선배' 재등장에 긴장…'AGAIN 2018' 팀 킴, 평창 신화 정조준",2022-01-24,CUR
640,'힘들 때도 기쁠 때도' 더욱 단단해진 팀 킴[베이징 이 선수⑨],2022-01-24,CUR
641,박태환 딴 경기장서 ‘팀 킴' 새역사 쓴다,2022-01-24,CUR
642,[2022 베이징올림픽 나서는 강원전사] 2. 팀 킴(컬링),2022-01-24,CUR
643,"[베이징 NOW] 우울증 극복한 '천재 스노보더'…클로이 킴, 베이징서 '2연속 金' 시동",2022-01-24,SBD
644,"[베이징 NOW] ""끔찍한 부상도 단순한 사고처럼 이겨내""… '천재 스노보더' 오메로드, 금메달 정조준",2022-01-24,SBD
645,"'루지 형제' 박진용·조정명 ""사상 첫 메달 기대해주세요""",2022-01-24,LUG
646,[베이징 NOW] 자율vs격리…'아이스하키 라이벌' 미국-캐나다의 상반된 생활,2022-01-24,IHO
647,[베이징동계올림픽 종목소개⑩]아이스하키,2022-01-24,IHO
648,베이징 사상 첫 금메달 딴다… 쇼트트랙 남녀 에이스 4인방 총출동,2022-01-24,STK
649,전력 약화 여자 쇼트트랙…‘나쁜손’ 판커신 존재도 찝찝,2022-01-24,STK
650,쇼트트랙 5일 첫 金 물꼬 '어게인 평창',2022-01-24,STK
651,쇼트트랙 혼성계주 첫 金 ‘스타트’…베이징올림픽 금빛 시나리오,2022-01-24,STK
652,[베이징 라이벌] ① 쇼트트랙 최민정 vs 수잔 슐팅,2022-01-24,STK
653,[KISS와 함께하는 베이징동계올림픽] ①쇼트트랙과 스포츠과학의 힘,2022-01-24,STK
654,"[베이징 확대경⑮] '쇼트트랙 최강' 타이틀, 베이징서도 지킬까",2022-01-24,STK
655,"“쇼트트랙 선수들 투지, 어느 때보다 최고”",2022-01-24,STK
656,세계 1위로 큰 평창의 무서운 막내,2022-01-24,STK
657,“올림픽 출전이 꿈” 노르딕복합 남매의 엇갈린 처지,2022-01-24,NCB
658,"크럼프턴의 스켈레톤, 28년만에 나오는 아메리칸 사모아",2022-01-24,SKN
659,17세에 국가대표 ‘제2의 이상화’… 겁 없는 빙판 위 순둥이,2022-01-25,SSK
660,"[도전! 베이징] 남자 매스스타트 정재원, 메달 도전장",2022-01-25,SSK
661,"'막내에서 팀 주축으로' 정재원, ""모든 기량을 보여드릴 것""  [O! SPORTS]",2022-01-25,SSK
662,"'빙속 메달 기대주' 정재원 ""두 번째 올림픽, 떨지 않고 기량 모두 발휘할 것""[오!쎈현장]",2022-01-25,SSK
663,"금 5, 은 5, 동1…혼자 거머쥔 ‘빙속의 전설’ 뷔스트",2022-01-25,SSK
664,"스피드스케이팅 박성현, 극적으로 베이징올림픽 출전",2022-01-25,SSK
665,좌절하지 않고 다시 일어난 김보름,2022-01-25,SSK
666,"빙속 박성현, 베이징 동계올림픽 1500m 추가 출전권 극적 획득",2022-01-25,SSK
667,"빙속 박성현, 베이징 올림픽 추가 출전권 확보",2022-01-25,SSK
668,"빙속 박성현, 베이징올림픽 1500m 출전권 추가 획득",2022-01-25,SSK
669,"스피드스케이팅 박성현, 베이징 올림픽 출전권 추가 확보",2022-01-25,SSK
670,영원한 ‘빙속 여제’ 이상화 위원 “부담 떨치고 즐겨라”,2022-01-25,SSK
671,"빙속 박성현, 베이징 올림픽 추가 출전권 확보",2022-01-25,SSK
672,"빙속 박성현, 베이징 올림픽 추가 출전권 확보",2022-01-25,SSK
673,[KISS와 함께하는 베이징동계올림픽] ②스피드스케이팅의 장비 과학화와 밀착지원,2022-01-25,SSK
674,"[베이징 NOW] '난 이제 더 이상 소년이 아니에요' 빙속 에이스 정재원, 금메달 향한 질주",2022-01-25,SSK
675,"[그대들을 응원합니다②] 빙속 제갈성렬 ""포기 않으면, 승부는 끝나지 않는다""",2022-01-25,SSK
676,“평창선 부상으로 꺾였지만 알파인 첫 10위 돌진”,2022-01-25,ALP
677,"[베이징 NOW] '평창올림픽 최악의 사고' 겪은 美 여군, 베이징서 루지 메달 정조준",2022-01-25,LUG
678,"빙속 박성현, 베이징올림픽 1500m 추가 출전권 획득",2022-01-25,LUG
679,"바이애슬론 김선수, 베이징 동계올림픽 출전",2022-01-25,BTH
680,스포츠가 된 북유럽 군인들의 ‘순찰’,2022-01-25,BTH
681,"'전북 바이애슬론 간판' 김선수, 베이징 동계올림픽 출전",2022-01-25,BTH
682,‘생애 첫 올림픽 출전’ 바이애슬론 김선수 “최선 다할 것”,2022-01-25,BTH
683,[베이징 NOW] '우리도 한국 선수에요'… 바이애슬론 국가대표 랍신‧에바쿠모바,2022-01-25,BTH
684,[알아야 재밌다]아이스하키,2022-01-25,IHO
685,"[베이징 NOW-놓치면 안 될 명승부⓷] 女 아이스하키 '숙적' 미국 VS 캐나다, '우리 팀이 걸스 파워 최종 승자'",2022-01-25,IHO
686,[베이징 라이벌] ② 여자 아이스하키 '미국 vs 캐나다',2022-01-25,IHO
687,"""엄마가 자랑스러워요"" 크로스컨트리 이채원 딸의 깜짝 편지",2022-01-25,CCS
688,동계올림픽 선수단 결단식 참석한 윤석열-안철수,2022-01-25,CCS
689,"[베이징 NOW] '뇌진탕→코로나 19 악재' 켄워시, 국적 바꿔 올림픽 金 사냥",2022-01-25,FRS
690,[알아야 재밌다] 프리스타일 스키,2022-01-25,FRS
691,“프리스타일 월드컵 톱10 디딤돌로 사상 첫 메달”,2022-01-25,FRS
692,"[베이징 NOW] '태권도 선수→월드컵 金' 웨스턴, 스켈레톤 윤성빈과 올림픽서 격돌",2022-01-25,SKN
693,[알아야 재밌다] 스켈레톤,2022-01-25,SKN
694,[알아야 재밌다] 스키점프,2022-01-25,SKN
695,“4년전 메달 따고도 울었다… 이번엔 웃으며 돌아오겠다”,2022-01-25,SKN
696,"""팀 킴 언니들과 맞붙었던 경험, 올림픽 때 풀게요""",2022-01-26,CUR
697,[베이징 확대경⑯] 알파인스키 간판 정동현의 무한도전…韓 최고 기록 깰까,2022-01-26,ALP
698,"‘배추 보이’ 이상호, 금메달 1순위 후보",2022-01-26,SBD
699,"아찔한 속도, 짜릿한 묘기… 설원의 서커스",2022-01-26,SBD
700,클로이 김 “평창올림픽 금메달 쓰레기통에 버렸다”,2022-01-26,SBD
701,"'美 타임지 커버 장식' 평창 스타 클로이 김, 베이징서도 주목 [베이징 D-9]",2022-01-26,SBD
702,"“평창올림픽 금메달 쓰레기통에 던졌다”...클로이 김, 왜?",2022-01-26,SBD
703,"[베이징 NOW] ""스키 싫어!"" 스노보드 타고 싶어 징징댔는데… 세계 제패한 폴란드 선수",2022-01-26,SBD
704,스노보드 전설 숀 화이트 ‘유종의 미’ 거둘까,2022-01-26,SBD
705,프리쉐의 남다른 한국 사랑 ‘태극기 네일아트’,2022-01-26,LUG
706,"'손톱에도 태극마크' 프리쉐, 3년 재활에도 한국 잔류 이유는..",2022-01-26,LUG
707,"목발 짚고 3일 만에 다시 출국…루지 임남규 ""베이징은 기적""",2022-01-26,LUG
708,"'태극 네일아트' 루지 국대 프리쉐 ""베이징 목표 15위""",2022-01-26,LUG
709,루지 국가대표팀의 당찬 포부…“베이징에선 메달을!”,2022-01-26,LUG
710,태극기 네일아트 그린 푸른 눈의 국가대표…프리쉐 “올림픽 15위 목표”,2022-01-26,LUG
711,"부상 극복한 루지 프리쉐, 베이징서 '귀화 신화' 꿈꾼다",2022-01-26,LUG
712,"'태극기 네일아트' 루지 프리쉐 ""한국은 내 삶의 일부""",2022-01-26,LUG
713,"[베이징 NOW] '태극기 네일아트' 프리쉐, ""기회를 준 한국에 감사해""",2022-01-26,LUG
714,"[베이징 NOW] ""메달권 도전하려고 한다""…'전 종목 자력 출전' 루지 대표팀의 당찬 포부[종합]",2022-01-26,LUG
715,"[베이징 NOW] '은퇴 후 복귀한 루지 국대' 임남규 ""2연속 올림픽 출전은 기적""",2022-01-26,LUG
716,"[베이징 NOW] '동갑내기 3번째 올림픽 동행' 박진용·조정명 ""베이징에서는 메달권 노린다""",2022-01-26,LUG
717,"'사고 공포' 이겨낸 루지 프리쉐 ""부모님이 다치지만 말래요""",2022-01-26,LUG
718,"전북체육회 '김선수', 바이애슬론 베이징올림픽 출전",2022-01-26,BTH
719,[알아야 재밌다] 바이애슬론,2022-01-26,BTH
720,"""최선의 결과 내는 것이 선수의 몫""... '영혼의 단짝' 잃은 한국 썰매 맏형의 출사표",2022-01-26,BOB
721,윤성빈 “지금 성적으로 베이징동계올림픽 메달 어렵다”,2022-01-26,BOB
722,"봅슬레이 서영우 부상 낙마…원윤종 ""결과는 하늘에 맡긴다""",2022-01-26,BOB
723,"'아이언맨' 윤성빈의 냉정한 평가 ""지금 성적으론 메달 힘듭니다""",2022-01-26,BOB
724,"봅슬레이 원윤종 ""최선 다하고, 결과는 하늘에 맡길 것""",2022-01-26,BOB
725,봅슬레이 원윤종 “베이징 못가는 서영우 몫까지 하고 오겠다”,2022-01-26,BOB
726,[베이징 NOW] '학대' 이겨내고 돌아온 봅슬레이 금메달리스트...이제는 미국 국기 품고 뛴다,2022-01-26,BOB
727,6번째 올림픽…크로스컨트리 '전설' 이채원[베이징 이 선수⑪],2022-01-26,CCS
728,설원 위의 마라톤 크로스컨트리 스키[베이징동계올림픽 종목소개⑫],2022-01-26,CCS
729,"[베이징 NOW] '올림픽 공무원' 김아랑, '맏언니 리더십' 한 번 더…단체전 3연패 영광 누릴까",2022-01-26,STK
730,[스포츠머그] 영혼을 갈아 넣었다?…직장인에게 바치는 '피겨 선수' 토모노의 이색 갈라쇼,2022-01-26,FSK
731,"[베이징 NOW] 러시아 男 피겨 간판 콜랴다, 코로나19 확진 판정…올림픽 출전 불발",2022-01-26,FSK
732,[베이징 라이벌] ③ 피겨스케이팅 '슈퍼스타 하뉴 vs 점프머신 첸',2022-01-26,FSK
733,"윤성빈의 고백 ""메달 힘들어""…정승기가 희망",2022-01-26,SKN
734,"스켈레톤 기대주 정승기 ""베이징에서 메달 욕심 내보겠습니다""",2022-01-26,SKN
735,"스켈레톤 기대주 정승기 ""베이징에서 욕심 한 번 내보겠습니다""",2022-01-26,SKN
736,"`아이언맨` 윤성빈 ""지금 성적으론 베이징 메달 어렵다""",2022-01-26,SKN
737,"윤성빈 ""이번 시즌 부진, 그저 내가 못했기 때문""",2022-01-26,SKN
738,"[스포츠타임]슬럼프 빠진 '아이언맨' 윤성빈, 베이징에서 다시 날아오를까",2022-01-26,SKN
739,깜짝 사고 치는 막내… 다시 영광 쓰는 형님,2022-01-26,SKN
740,"평창 신화 이어갈 스켈레톤 정승기 ""즐기면서 욕심 한 번 내보겠다""",2022-01-26,SKN
741,"아이언맨 윤성빈 ""지금 성적으로 베이징 메달 어려워""",2022-01-26,SKN
742,“올림픽시즌 부진? 내가 못한 것” 평창 금메달리스트 윤성빈의 백의종군,2022-01-26,SKN
743,베이징서 메달 도전하는 스켈레톤 '아이언맨'과 '스파이더맨',2022-01-26,SKN
744,아이스맨 연상케 한 ‘아이언맨’ 윤성빈 “사실상 메달 힘들어”,2022-01-26,SKN
745,"썰매 간판 윤성빈 ""베이징 올림픽에서 메달 어렵다""",2022-01-26,SKN
746,냉정한 자기 평가…그래도 윤성빈의 질주는 계속된다,2022-01-26,SKN
747,"'아이언맨' 윤성빈 ""현재 10위권, 메달 어렵다… 내가 자초한 일""",2022-01-26,SKN
748,"'아이언맨' 윤성빈 ""지금 성적으로 베이징 메달 어렵다""",2022-01-26,SKN
749,웃음기 사라진 윤성빈 “부진 이유? 내가 못해서…메달 어렵다”,2022-01-26,SKN
750,"윤성빈의 냉정한 평가 ""지금 성적으론 올림픽 메달 어렵다""",2022-01-26,SKN
751,"냉정한 윤성빈 ""지금 성적으로 베이징 메달 따기 어렵습니다""",2022-01-26,SKN
752,"'평창 金' 윤성빈의 솔직 발언, ""베이징 메달, 현실적으로 힘들어""",2022-01-26,SKN
753,"엄마가 된 '안경 선배'…""가족의 힘으로 도전""",2022-01-27,CUR
754,"14년 전 박태환의 ‘금빛 추억’ 위에서…“도전, 팀킴”",2022-01-27,CUR
755,다시 한 번 더 ‘팀 킴’ 2연속 메달 노려,2022-01-27,CUR
756,"日언론 “4년 전 안경 선배, 이젠 엄마 됐다” [베이징올림픽]",2022-01-27,CUR
757,[베이징 라이벌] ④ 재격돌 여자 컬링 '팀 킴 vs 팀 후지사와',2022-01-27,CUR
758,"상승세 탄 배추보이, 이번엔 금배추 가즈아~",2022-01-27,SBD
759,"""평창올림픽 금메달 쓰레기통에 버렸다""…스노보드 여제 클로이 김의 고백",2022-01-27,SBD
760,"""메달 버렸다"" 클로이 김 스트레스 고백",2022-01-27,SBD
761,"클로이 김 ""평창올림픽 금메달 쓰레기통에 던졌다""",2022-01-27,SBD
762,"""평창 금메달, 쓰레기통에 버렸다""…'천재 스노보더' 클로이 김의 고백",2022-01-27,SBD
763,'천재 스노보더' 클로이 김이 평창올림픽 금메달 쓰레기통에 던진 이유,2022-01-27,SBD
764,"[그대들을 응원합니다④] 스노보드 개척자 김호준 ""이상호 베이징 金 확신한다""",2022-01-27,SBD
765,"[베이징 NOW] ""안녕하세요 제 이름은 아일린이에요""… 벽안의 선수 태극마크 달고 질주하다",2022-01-27,LUG
766,"뼈 드러나는 부상 딛고 올림픽... ""끝까지 해보고 싶었다""",2022-01-27,LUG
767,"귀국 후 3일 만의 재출국…루지 임남규 ""올림픽을 위해""",2022-01-27,LUG
768,[알아야 재밌다] 루지,2022-01-27,LUG
769,"'루지 여제' 가이젠베르거의 독주냐, 새 스타 탄생이냐",2022-01-27,LUG
770,"임남규 끌고 박진용-조정명, 프리쉐 받치고.. '따로 또 같이' 루지, ""기적을 향해""",2022-01-27,LUG
771,루지 귀화선수 프리쉐 “끔찍한 부상 이겨내 뿌듯”,2022-01-27,LUG
772,"황당한 중국 아이스하키, 부적격 선수를 올림픽 대표팀 선발",2022-01-27,IHO
773,‘파트너 교체·포지션 변경·모노봅 도전’ 사연 많은 한국 봅슬레이대표팀,2022-01-27,BOB
774,美 봅슬레이 등 잇단 확진에 각국 올림픽 대표팀 ‘초비상’,2022-01-27,BOB
775,"[베이징 NOW] '영국 최초' 동·하계 올림픽 출전…더글라스, 14년 만에 '베이징 리턴'",2022-01-27,BOB
776,"[베이징 NOW] '쿨러닝 후예' 자메이카 봅슬레이 대표팀의 '무한도전'…""메달 따러 왔다""",2022-01-27,BOB
777,긴 슬럼프 윤성빈… 단짝 잃은 원윤종,2022-01-27,BOB
778,[알아야 재밌다] 크로스컨트리 스키,2022-01-27,CCS
779,"크로스컨트리 여제 확진 '비상', 각국 대표팀 발 동동 [베이징 D-8]",2022-01-27,CCS
780,노르웨이 크로스컨트리 코로나19 확진…베이징 출발 빨간불,2022-01-27,CCS
781,"노르웨이 크로스컨트리 팀, 코로나19 확진자 발생…중국행 연기",2022-01-27,CCS
782,"노르웨이 크로스컨트리 대표팀, 코로나 확진자 발생 '비상'",2022-01-27,CCS
783,"노르웨이 크로스컨트리 팀, 코로나19 확진자 발생…중국행 연기",2022-01-27,CCS
784,‘엄마의 힘’ 이채원의 6번째 도전은 위대하다,2022-01-27,CCS
785,"'41세' 크로스컨트리 이채원, 6번째 올림픽... '아름다운 도전'[베이징 오!쎈 시선]",2022-01-27,CCS
786,[베이징 NOW-놓치면 안 될 명승부⓸] '라이벌은 나 자신 뿐' 천재 소녀 발리예바의 무한 도전,2022-01-27,FSK
787,"[베이징 NOW] ""올림픽은 어떤 기분일까""… 폭풍 성장한 18세 소녀, 얼음판 화려하게 수놓는다",2022-01-27,FSK
788,“첫 올림픽을 ‘인생 무대’로”,2022-01-27,FSK
789,한국 썰매 어벤져스 꿈꾸는 ‘아이언맨’과 ‘스파이더맨’,2022-01-27,SKN
790,"엄마가 되어 돌아온 '안경 선배'…""가족의 힘으로 도전""",2022-01-28,CUR
791,[베이징 NOW-주목! 다크호스⓵] '지금은 초희 시대' 4년 전 후보에서 키 플레이어로 우뚝,2022-01-28,CUR
792,[ROAD TO BEIJING] Alpine skiing,2022-01-28,ALP
793,"평창올림픽 스키 2관왕 크뢰거, 코로나19로 베이징행 불발",2022-01-28,ALP
794,[베이징 라이벌] ⑤ 알파인 스키 최강 가리자 '시프린 vs 블로바',2022-01-28,ALP
795,스노보드 이상호 “하던대로 하면 금메달”,2022-01-28,SBD
796,"신무기 적응 완료…""금빛 설 선물 기대하세요""",2022-01-28,SBD
797,"4㎝ 길어진 보드에 적응 끝…배추보이 ""베이징선 금""",2022-01-28,SBD
798,"'배추보이' 이상호 ""이번 설 선물은 금메달!""",2022-01-28,SBD
799,"배추보이 이상호, 평창 기념재단 '플레이윈터' 홍보대사 임명",2022-01-28,SBD
800,"스노보드 이상호 ""새 보드에 완벽 적응…이번엔 금메달""",2022-01-28,SBD
801,"스노보드 알파인 봉민호 감독 ""한국 선수 '결승 대결' 목표""",2022-01-28,SBD
802,"평창서 은메달 땄던 '배추 보이' 이상호 ""이번엔 금메달 따올게요""",2022-01-28,SBD
803,"평창 기념재단, '플레이윈터' 홍보대사에 스노보드 이상호 임명",2022-01-28,SBD
804,"'한국 스키 첫 메달리스트' 이상호 ""베이징은 금 따러 갑니다""",2022-01-28,SBD
805,"'배추보이' 스노보드 이상호 ""목표는 금메달""",2022-01-28,SBD
806,‘金배추 뽑으러 간다’ 이상호의 韓스노보드 역사 완결판 [베이징 D-7],2022-01-28,SBD
807,‘평창 銀' 배추보이 이상호 … 금빛 새 역사 꿈꾼다,2022-01-28,SBD
808,"노르웨이 크로스컨트리 ‘날벼락’…평창 2관왕, 코로나 확진에 올림픽 좌절",2022-01-28,CCS
809,[ROAD TO BEIJING] Cross-country skiing,2022-01-28,CCS
810,"‘5회 연속 올림픽’ 폰타나, 역대 최다 메달 전설 도전한다",2022-01-28,STK
811,"전체 출정식에서도 응원받은 이유빈, 베이징金 선봉 [올림픽 D-7]",2022-01-28,STK
812,"[베이징 NOW] 한국 金 선봉장은 누구?…쇼트트랙 4인, '효자 종목' 새 역사 쓴다",2022-01-28,STK
813,[베이징동계올림픽 종목소개⑭]노르딕복합,2022-01-28,NCB
814,유럽선수들 따라 잡으려… 스키 타고 산·들 달렸다,2022-01-28,NCB
815,해설 데뷔 앞둔 이상화 “고다이라 꼭 안아주고 싶어요”,2022-01-29,SSK
816,이승훈의 '무한도전'…역대 최대 메달 향해,2022-01-29,SSK
817,[알아야 재밌다] 스피드스케이팅,2022-01-29,SSK
818,"김민석-차민규-정재원, 스피드스케이팅의 영광 재현할까",2022-01-29,SSK
819,"김보름·이승훈, 평창 논란 딛고 명예회복 벼른다 [D-6]",2022-01-29,SSK
820,"[베이징 NOW] 김민석, 평창올림픽 깜짝스타→세계 제패…2연속 메달 파란불",2022-01-29,SSK
821,컬링 국대 ‘영미 송’을 아시나요?,2022-01-29,CUR
822,"[베이징 NOW] '4살 영재' 강영서-정동현, 알파인스키 '한국 최강' 까지",2022-01-29,ALP
823,"[인터뷰] '베이징행 무산' 스키점프 최흥철 ""올림픽 메달 딸 때까지 도전은 계속""",2022-01-29,SJP
