T,article_title,date,event,Unnamed: 0
1041.0,"[2022베이징] 미국 3명-일본 2명, '女 프리스타일 스키' 결승 진출",2022-02-03,FRS,
1042.0,"""천하무적 정승기"" 외치며…트랙 정복 시작",2022-02-03,SKN,
1043.0,이상화 “제 후계자요? 민선이가 더 잘 타서 널리 알려지길”,2022-02-04,SSK,
1044.0,[베이징올림픽] 스피드 스케이팅 대표팀 첫 훈련,2022-02-04,SSK,
1045.0,[영상] 중국 유니폼 입고 '활짝'…대만 선수 영상에 네티즌 와글와글,2022-02-04,SSK,
1046.0,[올림픽] 1992년부터 8번째 출전…베이징 '최고령'은 50세 페히슈타인,2022-02-04,SSK,
1047.0,"""고다이라 경기 보면 눈물 날 것 같아""…해설위원으로 올림픽 찾은 '빙속여제'",2022-02-04,SSK,
1048.0,50세 · 47세 등 각국 기수 맡은 베테랑들,2022-02-04,SSK,
1049.0,"'해설 데뷔' 이상화 ""무관중 상황에 우려? 위기를 기회로""",2022-02-04,SSK,
1050.0,[올림픽] 50세 페히슈타인·47세 모랑 등 각국 기수 맡은 베테랑들,2022-02-04,SSK,
1051.0,[베이징 이모저모]50세 페히슈타인 최고령…최연소는 발리예바 外,2022-02-04,SSK,
1052.0,"해설자로 베이징 찾은 이상화 ""저 없는 올림픽 저도 어색하네요""",2022-02-04,SSK,
1053.0,“그 마음 잘 아니까…” 고다이라 얘기에 눈물 글썽인 이상화,2022-02-04,SSK,
1054.0,빙속 대표팀 개막일에도 구슬땀…미끄러진 김현영에 깜짝[베이징2022],2022-02-04,SSK,
1055.0,"'스케이트 벗은 여제' 이상화 ""제가 없는 올림픽 어색하네요""[베이징올림픽]",2022-02-04,SSK,
1056.0,1992년부터 8번째 올림픽… 최고령은 50세 페히슈타인,2022-02-04,SSK,
1057.0,이상화도 '빙속여제' 없는 올림픽이 아쉽다[베이징2022],2022-02-04,SSK,
1058.0,"스케이트 벗은 이상화 해설위원 ""내가 없으니 어색하지만…민선이가 내 이름 지우길"" [스경X베이징]",2022-02-04,SSK,
1059.0,"'완전체 합체' 韓 스피드스케이팅, 첫 훈련 소화[베이징 현장]",2022-02-04,SSK,
1060.0,"[올림픽] '아찔' 김현영, 베이징 첫 훈련서 꽈당…""큰 부상 아니다""",2022-02-04,SSK,
1061.0,'금빛 메달' 사냥 위해 훈련중인 스피드스케이팅 국가대표 [뉴시스Pic],2022-02-04,SSK,
1062.0,"[올림픽] 마이크 잡는 '빙속여제' 이상화 ""내가 없는 올림픽, 나도 어색""",2022-02-04,SSK,
1063.0,"‘2종목 금메달’ 레데츠카, ‘3관왕’ 클라에보… 평창의 영웅들, 베이징에선?",2022-02-04,ALP,
1064.0,뜨거운 설전… “내 뒷자리가 네 자리”,2022-02-04,ALP,
1065.0,"[올림픽] 일본 스키점프 간판 다카나시, 무관의 설움 털어낼까",2022-02-04,SJP,
1066.0,"[올림픽] '일본 스키점프 스타' 다카나시 ""라이벌 불참 아쉽지만…""",2022-02-04,SJP,
1067.0,'베이징에서 맞는 생일' 바이애슬론 랍신 선수의 깜짝 생일파티 [O! SPORTS],2022-02-04,BTH,
1068.0,'해피 버스데이 랍신' 올림픽에서 맞이한 생일 파티,2022-02-04,BTH,
1069.0,[베이징Scene] “생일 축하합니다”…동료들이 준비한 랍신의 깜짝 파티,2022-02-04,BTH,
1070.0,"[올림픽] 장자커우 선수촌 한국 선수단, 바이애슬론 랍신 생일 축하 파티",2022-02-04,BTH,
1071.0,'생일 축하해' 중국에서 열린 랍신의 특별한 생일 파티 [스경X베이징],2022-02-04,BTH,
1072.0,실수는 금물!… 옌칭 슬라이딩센터 ‘주의보’,2022-02-04,BOB,
1073.0,[올림픽] 스포츠까지 이어진 우크라이나-러시아 갈등,2022-02-04,BOB,
1074.0,"스노보드 이상호, 사상 첫 금메달 도전한다",2022-02-04,BOB,
1075.0,[올림픽] 한 번 실수는 곧 실패…쉽기에 완벽을 요구하는 옌칭 트랙,2022-02-04,BOB,
1076.0,"[올림픽] 제2의 쿨러닝, 논바이너리…화제의 선수들",2022-02-04,BOB,
1077.0,"봅슬레이 원윤종, 부상 당한 10년 단짝 몫까지",2022-02-04,BOB,
1078.0,"'6번째 올림픽' 이채원 ""부끄럽지 않은 엄마로‥""",2022-02-04,CCS,
1079.0,‘크로스컨트리 개척자’ 이채원 6번째 도전,2022-02-04,CCS,
1080.0,[베이징&이슈] '은퇴 번복' 韓 크로스컨트리 여제의 '마지막 도전',2022-02-04,CCS,
1081.0,"‘6번째 올림픽’ 크로스컨트리 이채원, 불혹의 베테랑이 맞이한 위대한 도전",2022-02-04,CCS,
1082.0,"쇼트트랙 남자 1000m·여자 500m 예선 조편성 공개, 이유빈은 스휠팅과 한 조 [여기는 베이징]",2022-02-04,STK,
1083.0,"[2022베이징] 최민정·황대헌, '다관왕' 가는 금빛 레이스 스타트 ",2022-02-04,STK,
1084.0,"“두 에이스, 컨디션 최상”…쇼트트랙 완전체, 5일 출격",2022-02-04,STK,
1085.0,"‘메달 도전’ 한국 쇼트트랙 혼성계주, 첫 관문부터 중국 만난다 [여기는 베이징]",2022-02-04,STK,
1086.0,"'효자 종목' 쇼트트랙, 5일 일정 시작...혼성계주 첫 메달 나올까",2022-02-04,STK,
1087.0,"‘필승 다짐한’ 쇼트트랙대표팀, 메달레이스 앞서 마지막 담금질 마쳤다 [강산 기자의 여기는 베이징]",2022-02-04,STK,
1088.0,끝날 때까지 ‘쉿’…신비주의 고수하는 중국 쇼트트랙,2022-02-04,STK,
1089.0,‘팀 코리아’가 달린다…내일 쇼트트랙 혼성 계주!,2022-02-04,STK,
1090.0,"[올림픽] 첫 판부터 제대로 붙는다…한국 쇼트트랙, 중국과 혼성계주 한 조",2022-02-04,STK,
1091.0,'첫 선 혼성계주'‥ '내일 첫 메달 도전',2022-02-04,STK,
1092.0,[베이징올림픽] 쇼트트랙 혼성계주 첫 금메달 향해 질주,2022-02-04,STK,
1093.0,한국 쇼트트랙 혼성계주 5일 첫 금메달 사냥 나선다,2022-02-04,STK,
1094.0,[디라이브] “대한민국 73번째 개막식 입장…쇼트트랙 혼성계주 金 기대”,2022-02-04,STK,
1095.0,"""함께하는 미래""…팀코리아 '겨울 드라마' 시작됐다",2022-02-04,STK,
1096.0,7개 종목 신설·성평등 가치 접목… 진화하는 올림픽,2022-02-04,FRS,
1097.0,[스포츠머그] 스키가 벗겨져도 포기는 없다!…최선 다한 완주에 박수받은 여자 모굴 스키 선수,2022-02-04,FRS,
1098.0,"[영상] ‘모글 킹’ 킹스버리, 예선 1위",2022-02-04,FRS,
1099.0,"[올림픽] 英 스키선수 거스 켄워시 ""인권 유린 中, 올림픽 개최 부적절""",2022-02-04,FRS,
1100.0,"‘모굴 왕’ 킹스버리 ""부상은 2보 전진을 위한 1보 후퇴... 나의 스키 즐길 것""",2022-02-04,FRS,
1101.0,[영상] 루이비통·티파니가 선택한 '스키 여신' 때문에 美·中 신경전,2022-02-04,FRS,
1102.0,"[올림픽] '메달만 6개' 프렌젤, 코로나19 확진…노르딕복합 신기록 빨간불",2022-02-04,NCB,
1103.0,"[올림픽] 노르딕 복합 금메달 후보, 베이징 도착 후 코로나19 확진",2022-02-04,NCB,
1104.0,"""올림픽 준비 잘 될지 모르겠다""...벨기에 선수가 눈물 흘린 사연 [해시태그#베이징]",2022-02-04,SKN,
1105.0,"벨기에 선수, '눈물 호소'에 격리시설서 하루만에 선수촌 입성",2022-02-04,SKN,
1106.0,"“음성판정에도 격리, 올릭픽 가능할까”...벨기에 선수 눈물 펑펑",2022-02-04,SKN,
1107.0,“中 격리 끝났는데 또 격리” 펑펑 운 국가대표에게 생긴 일,2022-02-04,SKN,
1108.0,"평창 섰던 유망주 '천하무적' 정승기, 베이징 정복 시작",2022-02-04,SKN,
1109.0,"[베이징현장분석] 조인호 총감독의 의미심장 분석 '윤성빈 급추락'. 첫 슬럼프+강한 자존심 ""많이 좋아졌다. 10위권? 끝나봐야 안다""",2022-02-04,SKN,
1110.0,"올림픽 金만 없는 황제 스켈레톤 1위 두쿠르스, 38세에 베이징서 재도전",2022-02-04,SKN,
1111.0,"휘청이는 아이언맨 윤성빈, 스켈레톤 세대 교체 바람 불까",2022-02-04,SKN,
1112.0,"[하이라이트] '완벽한 컨디션' 스웨덴 컬링, 스위스 거뜬히 잡고 4강 청신호",2022-02-05,CUR,
1113.0,"'지코보다 임코', '팀 킴'과 베이징을 부탁해",2022-02-05,CUR,
1114.0,"여자 스키점프, 슬로베니아 보가타이 우승…다카나시는 4위",2022-02-05,SJP,
1115.0,"슬로베니아 보가타이, 여자 스키점프 노멀힐 우승",2022-02-05,SJP,
1116.0,"-올림픽- 여자 스키점프, 슬로베니아 보가타이 우승…다카나시는 4위",2022-02-05,SJP,
1117.0,[영상] 이것이 스키점프 최강국 면모…1위 올라선 '비행' (스키점프 남자 노멀힐 예선),2022-02-05,SJP,
1118.0,[영상] '월드컵 랭킹 1위' 칼 가이거의 비행 (스키점프 남자 노멀힐 예선),2022-02-05,SJP,
1119.0,[영상] 정확하게. 멀리! 세계 신기록 보유자의 실력 (스키점프 남자 노멀힐 예선),2022-02-05,SJP,
1120.0,[영상] 키 161cm 선수가 보여주는 탄탄한 경기력 (스키점프 남자 노멀힐 예선),2022-02-05,SJP,
1121.0,"[영상] '베테랑' 표트르 즈와, 날았다! 현재 1위 (스키점프 남자 노멀힐 예선)",2022-02-05,SJP,
1122.0,[영상] 착지 후 '손키스' 세리머니…다비드 쿠바츠키 (스키점프 남자 노멀힐 예선),2022-02-05,SJP,
1123.0,"노르웨이, 바이애슬론 혼성 계주 금메달 탈환",2022-02-05,BTH,
1124.0,"노르웨이, 바이애슬론 혼성 계주 금메달",2022-02-05,BTH,
1125.0,"'설상종목 강국' 노르웨이, 바이애슬론 혼성계주도 금메달",2022-02-05,BTH,
1126.0,"-올림픽- 노르웨이, 바이애슬론 혼성계주 금메달 탈환",2022-02-05,BTH,
1127.0,"[2022베이징] 여자 아이스하키, 핀란드 꺾은 캐나다 '신들린 연속 골'",2022-02-05,IHO,
1128.0,"[올림픽] 러시아 여자 아이스하키, 코로나 확진으로 6명 이탈",2022-02-05,IHO,
1129.0,"[올림픽] 핀란드 女아이스하키 감독, 가족 건강 문제로 귀국",2022-02-05,IHO,
1130.0,"핀란드 아이스하키 감독, 가족 건강문제로 급거 귀국",2022-02-05,IHO,
1131.0,"[올림픽] ""올림픽보다 가족이 중요"" 핀란드 감독, 가족 건강 문제로 귀국",2022-02-05,IHO,
1132.0,"[아하 올림픽] 중국 남자 아이스하키팀, 중국팀 맞아?",2022-02-05,IHO,
1133.0,"'코로나19 양성' 미국 봅슬레이 전설, 입지 못한 단복 기부",2022-02-05,BOB,
1134.0,"[올림픽] 코로나 확진으로 개회식 불참한 美메이어스 테일러, 단복 기부",2022-02-05,BOB,
1135.0,"[올림픽] '코로나19 양성' 미국 봅슬레이 전설, 입지 못한 단복 기부",2022-02-05,BOB,
1136.0,"영국 스키 선수, 中 인권 문제에 ""올림픽 개최도, 참가도 부적절"" [베이징올림픽]",2022-02-05,FRS,
1137.0,"[베이징올림픽] '미국 대신 중국' 스키선수 에일린 구, 중국서 큰 인기",2022-02-05,FRS,
1138.0,"[베이징올림픽]中, 컬링 혼성2인조 4강 진출 실패",2022-02-06,CUR,
1139.0,"[영상/하이라이트] 컬링 ‘종주국’ 영국, 믹스더블 중국 꺾고 승리",2022-02-06,CUR,
1140.0,'패한' 중국팀이 '승리한' 미국팀에 건넨 특별한 선물[베이징2022],2022-02-06,CUR,
1141.0,"[올림픽] '개최국' 중국, 컬링 믹스더블 2연승 후 6연패…4강 토너먼트 탈락",2022-02-06,CUR,
1142.0,[베이징올림픽]女컬링 '팀킴' 베이징 입성...10일 캐나다와 첫경기,2022-02-06,CUR,
1143.0,"중국 여자아이스하키, 세계 6위 일본에 짜릿한 역전승 (ft.슛아웃)",2022-02-06,IHO,
1144.0,"[베이징올림픽] '비관인터뷰' 윤성빈 강렬한 반전. 상승곡선 컨디션+스타트, 자신감만 남았다",2022-02-06,SKN,
1145.0,"하늘을 난 日 금메달리스트, 50년 기다림에 마침표 찍다 [올림픽 스키점프]",2022-02-07,SJP,
1146.0,"[올림픽] '스키점프 노멀힐 금' 고바야시 ""내가 이번 올림픽 요괴일지도""",2022-02-07,SJP,
1147.0,"‘천재’는 기대를 저버리지 않았다…고바야시, 24년 만에 일본 스키점프 첫 금메달 [베이징올림픽]",2022-02-07,SJP,
1148.0,中 심장부에 등장한 위구르 독립 운동 상징…터키 선수 스키에 옛 위구르국 깃발,2022-02-07,SJP,
1149.0,"터키 선수, 동투르키스탄 문양 스키 착용 화제…신장 인권 논란 지속",2022-02-07,SJP,
1150.0,"[영상] ‘귀화선수’ 프리쉐, 루지 여자 1인승 1·2차 합계 21위",2022-02-07,LUG,
1151.0,"[올림픽] 루지 프리쉐, 여자 싱글 첫날 21위…4차 시기 진출 가능성 남아",2022-02-07,LUG,
1152.0,"[영상] ‘송파구민’ 프리쉐, 루지 여자 1인승 1차 23위",2022-02-07,LUG,
1153.0,"세상 떠난 형을 위한 질주, 12년 만에 완수한 올림픽 꿈",2022-02-07,LUG,
1154.0,"“잘 버텨줘서 고맙네요 ” 1등보다 더 박수 받는 33등, 임남규의 ‘인간 승리’",2022-02-07,LUG,
1155.0,"‘부상투혼’ 루지 임남규, 33위지만 괜찮아",2022-02-07,LUG,
1156.0,"바이애슬론 귀화 선수 압바꾸모바, 15㎞ 개인전 73위[베이징2022]",2022-02-07,BTH,
1157.0,"[베이징올림픽] 바이애슬론 개인전서 아바쿠모바 73위, 김선수 84위",2022-02-07,BTH,
1158.0,[힘내라 베이징] 바이애슬론 아바쿠모바 73위·김선수 84위,2022-02-07,BTH,
1159.0,Korean racers finish near bottom of pack in women's biathlon,2022-02-07,BTH,
1160.0,"에바쿠모바 73위·김선수 84위, 뜻깊은 15km 완주 [올림픽 바이애슬론]",2022-02-07,BTH,
1161.0,"아바쿠모바, 바이애슬론 15㎞ 73위로 마감…김선수 84위[베이징올림픽]",2022-02-07,BTH,
1162.0,"바이애슬론 아바쿠모바, 73위…김선수는 84위",2022-02-07,BTH,
1163.0,"독일 헤르만, 바이애슬론 여자 15㎞ 우승…귀화선수 아바쿠모바 73위",2022-02-07,BTH,
1164.0,"[베이징 NOW] 빗나간 사격 6발…아바쿠모바 73위, 김선수 84위",2022-02-07,BTH,
1165.0,"[올림픽] 바이애슬론 아바쿠모바, 개인전 73위…김선수는 84위",2022-02-07,BTH,
1166.0,[2022베이징] 에바쿠모바-김선수 바이애슬론 女 15km 완주,2022-02-07,BTH,
1167.0,"[베이징 NOW] '인공 눈 90%'에서 훈련…한국 바이애슬론, 결과는 모른다",2022-02-07,BTH,
1168.0,'뜨거운 얼음'에서 바퀴달린 썰매 훈련...자메이카 쿨러닝 [베이징올림픽],2022-02-07,BOB,
1169.0,"[신비한 동계올림픽 사전] 크로스컨트리 '전설' 이채원, 6번째 올림픽 도전",2022-02-07,CCS,
1170.0,"[올림픽] 중국 북부 강추위에 북유럽 스웨덴 선수들도 '추워 죽겠네""",2022-02-07,CCS,
1171.0,"김민우, 크로스컨트리 남자 스키애슬론 62위",2022-02-07,CCS,
1172.0,"윤성빈 · 정승기, 첫 공식 훈련…'메달까지 시속 5㎞ 남았다'",2022-02-07,SKN,
1173.0,"[올림픽] 윤성빈·정승기, 첫 공식 훈련…'메달까지 시속 5㎞ 남았다'",2022-02-07,SKN,
1174.0,"[올림픽] 이탈리아, 믹스더블 전승 우승…컬링 첫 메달",2022-02-08,CUR,
1175.0,"[2022베이징] '압도적 승리' 스웨덴, 컬링 믹스더블 동메달 획득",2022-02-08,CUR,
1176.0,"[하이라이트] 스웨덴, '컬링 종주국' 영국 꺾고 컬링 혼성 동메달!",2022-02-08,CUR,
1177.0,"컬링 '팀 킴', 이번 올림픽에는 핸드폰 걷을까?",2022-02-08,CUR,
1178.0,"‘올림픽의 남자’ 마이어, 남자 알파인 첫 3연속 金",2022-02-08,ALP,
1179.0,모든 게 늦었지만 누구보다 높이…은은한 비상,2022-02-08,ALP,
1180.0,"‘스키 여제’ 시프린, 실격 딛고 金 재도전",2022-02-08,ALP,
1181.0,"[영상] ‘올림픽 2연패’ 마이어, 알파인스키 슈퍼대회전 금메달",2022-02-08,ALP,
1182.0,"오스트리아 마이어, 알파인스키 올림픽 3회 연속 金 대기록",2022-02-08,ALP,
1183.0,"[베이징올림픽]마이어, 남자 알파인 최초 3회 연속 올림픽 금메달",2022-02-08,ALP,
1184.0,"후배 곽민정이 말하는 김연아…""이런 선수 다시 나오기 힘들다""",2022-02-08,ALP,
1185.0,"오스트리아 마이어, 알파인스키 남자 슈퍼대회전 2연패",2022-02-08,ALP,
1186.0,"‘스노보드 최강자’ 레데츠카, 올림픽 여자 평행대회전 2연패!…11일 알파인스키 출전",2022-02-08,ALP,
1187.0,"-올림픽- 오스트리아 마이어, 알파인스키 남자 슈퍼대회전 2연패",2022-02-08,ALP,
1188.0,[영상] 만족스러운 경기…'세계 랭킹 1위' 알렉산데르 킬데의 환상적인 질주 (알파인스키 남자 슈퍼대회전),2022-02-08,ALP,
1189.0,올림픽에 타노스가 왔나…출발하면 절반이 사라지는 선수들,2022-02-08,ALP,
1190.0,'걸음마부터 느렸지만' 최고령 메달리스트가 된 클라레,2022-02-08,ALP,
1191.0,"이런게 진짜 대기만성? 걸음마 부터 늦었던 요안 클라레, 올림픽 최고령 알파인 스키 메달리스트 영광[베이징올림픽]",2022-02-08,ALP,
1192.0,"‘4번째 올림픽’ 알파인 정동현, 세계 톱10 진입을 바라보다 [베이징동계]",2022-02-08,ALP,
1193.0,세계 최강 ‘설원의 연인’… 불운한 하루,2022-02-08,ALP,
1194.0,알파인 스키 강영서 아쉬운 실격,2022-02-08,ALP,
1195.0,"[올림픽] ""여긴 꼭두각시 인형극""…스키점프도 무더기 실격 '판정 논란'",2022-02-08,SJP,
1196.0,"'유니폼 크다고' 무더기 실격…독일 감독 ""완전히 미쳤다""",2022-02-08,SJP,
1197.0,"""내 탓이다"" 말하지만... 초유의 실격 사태, 끝내 눈물 흘린 日 미녀새",2022-02-08,SJP,
1198.0,"""왜 여자 선수들만 실격?"" 스키점프도 무더기 실격 판정 논란 [베이징올림픽]",2022-02-08,SJP,
1199.0,수틀리면 '너 실격' 남발…스키점프 강국들도 눈물,2022-02-08,SJP,
1200.0,[영상] 실격·실격·실격·실격…스키점프 복장 어땠기에,2022-02-08,SJP,
1201.0,추워서 옷이 헐렁해졌나…스키점프 난데없는 ‘복장실격’ 폭탄세례,2022-02-08,SJP,
1202.0,"""경기장이 왜 핵발전소 옆에?"" 해외 네티즌 설왕설래",2022-02-08,SJP,
1203.0,"""유니폼 크다"" 5명 황당 실격…또 심판이 망친 스키점프",2022-02-08,SJP,
1204.0,"""中 공평치 않아""…스키점프 선수 실격에 일본도 부글부글",2022-02-08,SJP,
1205.0,"[영상] 스키점프서 '헐렁한 복장' 5명 무더기 실격…""너무 황당""",2022-02-08,SJP,
1206.0,"""완전히 미친 짓, 초유의 실격 사태""… 中올림픽 스키점프 선수 대거 탈락",2022-02-08,SJP,
1207.0,"스키점프도 석연찮은 판정, ""유니폼 헐렁하다""며 무더기 실격",2022-02-08,SJP,
1208.0,"[올림픽] 日, '스키점프 스타' 복장위반 실격에 불만…""규정 바꿔야""",2022-02-08,SJP,
1209.0,"""유니폼 헐렁하다"" 스키점프에선 5명 실격처리…""완전히 미쳤다"" 비난 폭주",2022-02-08,SJP,
1210.0,“유니폼 2㎝ 크다” 스키점프도 무더기 실격 사태,2022-02-08,SJP,
1211.0,쇼트트랙 이어 이번엔 스키점프 '무더기 실격' 논란[베이징2022],2022-02-08,SJP,
1212.0,“유니폼 2㎝ 크다” 스키점프에선 5명 무더기 실격,2022-02-08,SJP,
1213.0,"일본도 실격에 뿔났다…스키점프 무더기 실격에 ""분노와 탄식""",2022-02-08,SJP,
1214.0,"스키점프도 황당 판정, 金후보 대거 실격…獨 ""완전 미친짓""",2022-02-08,SJP,
1215.0,"'귀화' 랍신, 바이애슬론 20km 76위 마감.. 크로스컨트리 완주에 만족",2022-02-08,BTH,
1216.0,[2022베이징] 단 '4초' 차이로 갈린 20km의 사투... 랍신은 76위,2022-02-08,BTH,
1217.0,"귀화 태극전사 랍신, 바이애슬론 ‘개인 20km’ 76위로 마쳐 [베이징 올림픽]",2022-02-08,BTH,
1218.0,Timofei Lapshin finishes 20-kilometer biathlon in 76th place,2022-02-08,BTH,
1219.0,"'2번째 태극마크' 랍신, 남자 20km 76위 [올림픽 바이애슬론]",2022-02-08,BTH,
1220.0,"바이애슬론 랍신, ‘남자 개인 20km’ 76위로 마쳐",2022-02-08,BTH,
1221.0,"[올림픽] 바이애슬론 귀화 대표 티모페이, 20㎞ 개인전서 76위",2022-02-08,BTH,
1222.0,"전남체육회 소속 랍신, 오늘 바이애슬론 첫 메달 도전",2022-02-08,BTH,
1223.0,[베이징올림픽] 두번째 태극마크 랍신...파벌 싸움에 지쳐' 韓 귀화,2022-02-08,BTH,
1224.0,[베이징 NOW] '파벌 싸움에 지쳐' 한국 온 랍신… 태극마크 달고 두 번째 올림픽,2022-02-08,BTH,
1225.0,귀화한 랍신 “난 시베리아서 온 호랑이… 애국가 들으면 눈물 나”,2022-02-08,BTH,
1226.0,"미리보는 女 하키 결승전…캐나다, 미국 제압",2022-02-08,IHO,
1227.0,[하이라이트] 링크 위 최고의 라이벌 매치! 여자 아이스하키 미국 vs 캐나다,2022-02-08,IHO,
1228.0,캐나다 여자 아이스하키 '미리보는 결승전'서 미국 제압[베이징2022],2022-02-08,IHO,
1229.0,"‘사실상 결승전’ 캐나다-미국 여자아이스하키, 첫 대결 승자는 캐나다",2022-02-08,IHO,
1230.0,"[2022베이징] 女 아이스하키 '종주국' 캐나다, 미국에 4-2 승리",2022-02-08,IHO,
1231.0,올림픽 초유의 마스크 착용 아이스하키 경기 근원은 러시아에 대한 불신[베이징올림픽],2022-02-08,IHO,
1232.0,"'미리 보는 결승전' 캐나다 여자 아이스하키, 미국 4-2 제압",2022-02-08,IHO,
1233.0,"[올림픽] '미리보는 결승' 캐나다 여자 아이스하키, 숙적 미국 제압",2022-02-08,IHO,
1234.0,"[영상] ‘사실상 결승전’서 캐나다, 미국 꺾었다…여자 아이스하키",2022-02-08,IHO,
1235.0,"[올림픽] 캐나다 여자 아이스하키, 미국 4-2 제압...강력한 우승후보로 부상",2022-02-08,IHO,
1236.0,"-올림픽-'미리보는 결승전' 캐나다 여자 아이스하키, 미국 4-2 제압",2022-02-08,IHO,
1237.0,-올림픽- 크로스컨트리 스프린트 한국 선수 전원 예선 탈락(종합),2022-02-08,CCS,
1238.0,부상에도 최선 다한 크로스컨트리 스프린트… 예선 탈락,2022-02-08,CCS,
1239.0,Korean skiers struggle in cross country sprint races,2022-02-08,CCS,
1240.0,[주진우 라이브] 안민석 “시스템·전문가 부족한 우리 스포츠 현실…평소에 관리해야 편파 판정으로 메달 뺏기는 일 없을 것”,2022-02-08,CCS,
1241.0,"크로스컨트리 스프린트 예선, 韓선수 전원 탈락 [베이징올림픽]",2022-02-08,CCS,
1242.0,[올림픽] 크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS,
1243.0,[올림픽]‘의미있는 도전’ 크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS,
1244.0,[올림픽] 크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS,
1245.0,"'유의미한 도전' 한국 선수 전원, 스프린트 예선 탈락 [올림픽 크로스컨트리]",2022-02-08,CCS,
1246.0,최선 다했다…크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS,
1247.0,[영상] 잘 달렸다 한국…남자 스프린트 예선 81·82위,2022-02-08,CCS,
1248.0,-올림픽- 크로스컨트리 스프린트 한국 선수 전원 예선 탈락,2022-02-08,CCS,
1249.0,"[2022베이징] '의미 있는 완주' 男 크로스컨트리 정종원-김민우, 완주 성공",2022-02-08,CCS,
1250.0,"[올림픽] 크로스컨트리 정종원·김민우, 스프린트 예선 탈락",2022-02-08,CCS,
1251.0,[영상] 끝까지 최선 다했다…크로스컨트리 한다솜·이의진 70위권,2022-02-08,CCS,
1252.0,"[2022베이징] 女 크로스컨트리 이의진-한다솜, 올림픽 첫 결승선 통과",2022-02-08,CCS,
1253.0,"한다솜·이의진, 크로스컨트리 스프린트 예선서 각각 75·77위로 30강 진출 실패",2022-02-08,CCS,
1254.0,19세 소녀 금메달에... 중국선 “인민 챔피언” 미국선 “배은망덕”,2022-02-08,FRS,
1255.0,"‘얼굴도 예쁜데 실력도 금메달’ 中귀화스타 구아이링, 광고수익만 479억 원",2022-02-08,FRS,
1256.0,"[올림픽] 폐제철소 옆 빅에어 경기장…외신 ""핵 발전소에서 경기하나""",2022-02-08,FRS,
1257.0,"펑솨이, 바흐 IOC 위원장과 에일린 구 경기 관전[베이징2022]",2022-02-08,FRS,
1258.0,"[영상] ‘중국 최고 스타’ 에일린 구, 여자 프리스타일 빅에어 금메달",2022-02-08,FRS,
1259.0,"美中 갈등 상관없어.. '중국귀화' 에일린 구, 스키 프리스타일 금메달",2022-02-08,FRS,
1260.0,"[베이징올림픽]프리스타일 스키 최강자 에일린 구, 빅에어서 금메달",2022-02-08,FRS,
1261.0,"‘美中 혼혈’ 에일린 구, 2관왕 정조준 [베이징 올림픽]",2022-02-08,FRS,
1262.0,"에일린 구, 프리스타일 빅에어 금메달… 中 메달 순위 1위",2022-02-08,FRS,
1263.0,"[올림픽] 프리스타일 스키 최강자 에일린 구, 빅에어서 금메달",2022-02-08,FRS,
1264.0,"美中 갈등 한복판에 선 中 ‘에일린 구’, 빅에어 종목서 금메달",2022-02-08,FRS,
1265.0,"에일린 구, 프리스타일 빅에어 금메달… 주종목 하프파이프 남아 ‘2관왕’ 가능성 ↑",2022-02-08,FRS,
1266.0,"‘성조기 별’이었던 에일린 구, ‘오성홍기’ 별로 떴다",2022-02-08,FRS,
1267.0,"[베이징올림픽]'미국→중국' 에일린 구, 스키 빅에어 금메달",2022-02-08,FRS,
1268.0,"[2022베이징] 금메달 줍는 中, 구아이링 프리스타일 빅에어 금메달",2022-02-08,FRS,
1269.0,"-올림픽- 에일린 구, 프리스타일 빅에어 금메달…중국 메달 순위 1위로",2022-02-08,FRS,
1270.0,[비디오머그] 노르딕 복합 종목에 유일한 국가대표 선수가 있다?,2022-02-08,NCB,
1271.0,"'아이언맨' 윤성빈 평창 금빛 질주 이어간다, 한국 썰매 10일 레이스",2022-02-08,SKN,
1272.0,"'스켈레톤' 정승기 · 윤성빈, 아이언맨들의 쾌속 질주!",2022-02-08,SKN,
1273.0,"[올림픽] 한국 썰매, 옌칭서도 승천할까…10일 아이언맨 질주 '스타트!'",2022-02-08,SKN,
1274.0,"""우리에겐 또 얼음판 쓸어버릴 '팀킴'이 있다""",2022-02-09,CUR,
1275.0,여자컬링 ‘팀킴’ 출격 준비 끝…‘팀 코리아’ 분위기 반전 이끈다,2022-02-09,CUR,
1276.0,“영미! 영미!”… 여자 컬링 ‘팀 킴’ 메달 사냥 나선다,2022-02-09,CUR,
1277.0,"[2022베이징] '믹스 더블' 우승자는 이탈리아, 男 컬링은 누가?",2022-02-09,CUR,
1278.0,"2연속 메달 도전!…'팀 킴', 첫 빙질 적응 훈련",2022-02-09,CUR,
1279.0,[영상] 전승으로 금메달…‘컬링 최강’ 환상 듀오 누구?,2022-02-09,CUR,
1280.0,"다가온 '팀 킴'의 시간‥""저희 경기로 힘 얻으셨으면""",2022-02-09,CUR,
1281.0,11승 전승 후 금메달...이탈리아 컬링 역사 새로 썼다,2022-02-09,CUR,
